ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
1351050,Male,Yes,38,No,Artist,1,Low,2,Cat_6,B
1349595,Male,Yes,38,No,Artist,1,Average,3,Cat_6,C
1350710,Male,Yes,37,Yes,Artist,9,High,2,Cat_6,C
1354500,Male,Yes,37,Yes,Artist,9,Average,2,Cat_6,C
1356008,Male,Yes,37,Yes,Artist,8,Low,2,Cat_6,B
1356643,Male,Yes,37,Yes,Artist,6,Low,2,Cat_6,C
1356044,Male,Yes,37,Yes,Artist,6,Low,1,Cat_6,B
1349260,Male,Yes,37,Yes,Artist,4,Average,2,Cat_6,C
1351891,Male,Yes,37,Yes,Artist,2,Average,2,Cat_6,C
1356234,Male,Yes,37,Yes,Artist,1,Average,3,Cat_6,C
1354453,Male,Yes,37,Yes,Artist,1,Average,2,Cat_6,C
1350327,Male,Yes,37,Yes,Artist,1,Average,2,Cat_6,C
1354096,Male,Yes,37,Yes,Artist,1,Average,2,Cat_6,C
1348770,Male,Yes,37,Yes,Artist,1,Average,2,Cat_6,B
1350268,Male,Yes,37,Yes,Artist,1,Average,2,Cat_6,B
1348591,Male,Yes,37,Yes,Artist,0,Low,3,Cat_6,A
1350725,Male,Yes,37,Yes,Artist,0,Low,2,Cat_6,C
1353040,Male,Yes,37,Yes,Artist,0,High,4,Cat_6,B
1348765,Male,Yes,37,Yes,Artist,0,Average,3,Cat_6,C
1352746,Male,Yes,37,No,Artist,0,Average,2,Cat_6,C
1355439,Male,Yes,36,Yes,Artist,9,Average,2,Cat_6,B
1352661,Male,Yes,36,Yes,Artist,9,Average,2,Cat_6,C
1353456,Male,Yes,36,Yes,Artist,8,Average,2,Cat_6,B
1353332,Male,Yes,36,Yes,Artist,8,Average,2,Cat_6,C
1354281,Male,Yes,36,Yes,Artist,7,Average,2,Cat_6,C
1350999,Male,Yes,36,Yes,Artist,6,Average,4,Cat_6,C
1348347,Male,Yes,36,Yes,Artist,4,Low,1,Cat_6,A
1352651,Male,Yes,36,Yes,Artist,4,Average,2,Cat_6,C
1354896,Male,Yes,36,Yes,Artist,1,Low,2,Cat_6,C
1353930,Male,Yes,36,Yes,Artist,1,Average,4,Cat_6,C
1348141,Male,Yes,36,Yes,Artist,1,Average,4,Cat_6,C
1352629,Male,Yes,36,Yes,Artist,0,High,3,Cat_6,C
1351883,Male,Yes,36,Yes,Artist,0,Average,5,Cat_6,C
1351193,Male,Yes,36,Yes,Artist,0,Average,5,Cat_6,C
1349422,Male,Yes,36,Yes,Artist,0,Average,4,Cat_6,B
1348422,Male,Yes,36,Yes,Artist,0,Average,2,Cat_6,C
1353007,Male,Yes,36,Yes,Artist,0,Average,2,Cat_6,C
1350957,Male,Yes,36,Yes,Artist,0,Average,2,Cat_6,B
1350714,Male,Yes,35,Yes,Artist,12,Average,2,Cat_6,A
1348969,Male,Yes,35,Yes,Artist,10,High,2,Cat_6,B
1349640,Male,Yes,35,Yes,Artist,9,Low,1,Cat_6,A
1352581,Male,Yes,35,Yes,Artist,9,High,3,Cat_6,C
1350867,Male,Yes,35,Yes,Artist,9,Average,2,Cat_6,C
1352052,Male,Yes,35,Yes,Artist,8,Average,2,Cat_6,C
1354754,Male,Yes,35,Yes,Artist,7,Low,3,Cat_6,D
1351038,Male,Yes,35,Yes,Artist,7,Low,2,Cat_6,C
1353503,Male,Yes,35,Yes,Artist,7,Low,2,Cat_6,A
1354217,Male,Yes,35,Yes,Artist,5,Average,2,Cat_6,C
1353269,Male,Yes,35,Yes,Artist,4,Average,2,Cat_6,A
1348080,Male,Yes,35,Yes,Artist,3,Average,3,Cat_6,C
1356474,Male,Yes,35,Yes,Artist,3,Average,3,Cat_6,B
1349039,Male,Yes,35,Yes,Artist,3,Average,2,Cat_6,C
1356816,Male,Yes,35,Yes,Artist,2,Average,2,Cat_6,C
1354457,Male,Yes,35,Yes,Artist,1,High,3,Cat_6,A
1352024,Male,Yes,35,Yes,Artist,1,High,3,Cat_6,B
1352597,Male,Yes,35,Yes,Artist,1,High,2,Cat_6,A
1352460,Male,Yes,35,Yes,Artist,1,Average,4,Cat_6,C
1353140,Male,Yes,35,Yes,Artist,1,Average,4,Cat_6,C
1350383,Male,Yes,35,Yes,Artist,1,Average,3,Cat_6,B
1352174,Male,Yes,35,Yes,Artist,1,Average,3,Cat_6,C
1354041,Male,Yes,35,Yes,Artist,1,Average,2,Cat_6,A
1349756,Male,Yes,35,Yes,Artist,1,Average,2,Cat_6,B
1351238,Male,Yes,35,Yes,Artist,1,Average,2,Cat_6,C
1349757,Male,Yes,35,Yes,Artist,1,Average,2,Cat_6,B
1349596,Male,Yes,35,Yes,Artist,0,Low,3,Cat_6,C
1351363,Male,Yes,35,Yes,Artist,0,Average,2,Cat_6,B
1352751,Male,Yes,35,Yes,Artist,0,Average,2,Cat_6,C
1351282,Male,Yes,35,Yes,Artist,0,Average,2,Cat_6,C
1348356,Male,Yes,35,No,Artist,9,Average,3,Cat_6,B
1356502,Male,Yes,35,No,Artist,4,Average,2,Cat_6,B
1354319,Male,Yes,35,No,Artist,0,Low,2,Cat_6,B
1352649,Male,Yes,33,Yes,Artist,1,Average,3,Cat_6,A
1355413,Male,Yes,33,Yes,Artist,0,Average,2,Cat_6,B
1350998,Male,Yes,32,Yes,Artist,14,Average,2,Cat_6,B
1352655,Male,Yes,32,Yes,Artist,9,Average,2,Cat_6,C
1349156,Male,Yes,32,Yes,Artist,9,Average,2,Cat_6,B
1348626,Male,Yes,32,Yes,Artist,1,Low,2,Cat_6,D
1352942,Male,Yes,31,Yes,Artist,8,Average,2,Cat_6,C
1354399,Male,Yes,31,Yes,Artist,0,Average,2,Cat_6,A
1352949,Male,Yes,30,Yes,Artist,12,Average,2,Cat_6,B
1352520,Male,Yes,30,Yes,Artist,0,Average,2,Cat_6,C
1348557,Male,Yes,30,Yes,Artist,0,Average,2,Cat_6,B
1348632,Male,Yes,29,Yes,Artist,9,Average,2,Cat_6,B
1355453,Male,Yes,29,No,Artist,6,Average,2,Cat_6,B
1350353,Male,Yes,28,Yes,Artist,9,Average,2,Cat_6,A
1350894,Male,Yes,28,Yes,Artist,1,Average,2,Cat_6,B
1353424,Male,Yes,28,Yes,Artist,0,Average,3,Cat_6,A
1351755,Male,Yes,28,No,Artist,1,Low,2,Cat_6,A
1348029,Male,Yes,28,No,Artist,0,Average,2,Cat_6,D
1356475,Male,Yes,27,Yes,Artist,9,Average,3,Cat_6,C
1350231,Male,Yes,27,Yes,Artist,6,Average,2,Cat_6,B
1353048,Male,Yes,27,Yes,Artist,4,Average,2,Cat_6,A
1353344,Male,Yes,27,Yes,Artist,1,Low,4,Cat_6,C
1351956,Male,Yes,26,Yes,Artist,9,Average,2,Cat_6,B
1348224,Male,Yes,26,Yes,Artist,6,Average,2,Cat_6,A
1355300,Male,Yes,26,Yes,Artist,1,Average,3,Cat_6,B
1350976,Male,Yes,26,Yes,Artist,0,Average,2,Cat_6,C
1356241,Male,Yes,26,No,Artist,3,Low,2,Cat_6,A
1348774,Male,Yes,26,No,Artist,1,Low,4,Cat_6,A
1350403,Male,Yes,26,No,Artist,0,Low,2,Cat_6,A
1355860,Male,Yes,25,Yes,Artist,12,Low,2,Cat_6,A
1348847,Male,Yes,25,Yes,Artist,9,Low,4,Cat_6,D
1355847,Male,Yes,25,Yes,Artist,8,Low,4,Cat_6,D
1348565,Male,Yes,25,Yes,Artist,8,Average,2,Cat_6,B
1349209,Male,Yes,25,Yes,Artist,3,Average,2,Cat_6,B
1349834,Male,No,84,No,Artist,0,Low,1,Cat_6,D
1356231,Male,No,72,Yes,Artist,1,Low,1,Cat_6,B
1348244,Male,No,63,Yes,Artist,4,Low,1,Cat_6,A
1354387,Male,No,63,Yes,Artist,0,Low,1,Cat_6,A
1348826,Male,No,61,Yes,Artist,1,Low,1,Cat_6,B
1354053,Male,No,61,Yes,Artist,0,Low,1,Cat_6,B
1355794,Male,No,59,Yes,Artist,1,Low,2,Cat_6,B
1353519,Male,No,59,Yes,Artist,1,Low,2,Cat_6,C
1350024,Male,No,59,Yes,Artist,1,Low,1,Cat_6,B
1353091,Male,No,56,Yes,Artist,2,Low,1,Cat_6,B
1348739,Male,No,53,Yes,Artist,3,Low,1,Cat_6,B
1348251,Male,No,53,Yes,Artist,2,Low,1,Cat_6,A
1350261,Male,No,53,Yes,Artist,1,Low,1,Cat_6,B
1351309,Male,No,53,Yes,Artist,0,Low,2,Cat_6,A
1353095,Male,No,53,Yes,Artist,0,Low,1,Cat_6,A
1356057,Male,No,53,Yes,Artist,0,Low,1,Cat_6,B
1355831,Male,No,53,Yes,Artist,0,Low,1,Cat_6,B
1348788,Male,No,52,Yes,Artist,6,Low,1,Cat_6,C
1348576,Male,No,52,Yes,Artist,3,Low,1,Cat_6,B
1354658,Male,No,52,Yes,Artist,1,Low,1,Cat_6,B
1349630,Male,No,52,Yes,Artist,0,Low,3,Cat_6,B
1348683,Male,No,52,Yes,Artist,0,Low,1,Cat_6,A
1350638,Male,No,52,No,Artist,5,Low,1,Cat_6,B
1355398,Male,No,51,Yes,Artist,6,Low,1,Cat_6,A
1348830,Male,No,51,Yes,Artist,5,Low,1,Cat_6,B
1355782,Male,No,51,Yes,Artist,0,Low,3,Cat_6,B
1355937,Male,No,50,Yes,Artist,1,Low,1,Cat_6,B
1350316,Male,No,49,Yes,Artist,1,Low,1,Cat_6,C
1348822,Male,No,49,Yes,Artist,0,Low,1,Cat_6,B
1354348,Male,No,49,Yes,Artist,0,Low,1,Cat_6,B
1355866,Male,No,48,Yes,Artist,4,Low,1,Cat_6,C
1349065,Male,No,48,Yes,Artist,1,Low,1,Cat_6,B
1348880,Male,No,48,Yes,Artist,1,Low,1,Cat_6,B
1356005,Male,No,48,Yes,Artist,0,Low,1,Cat_6,A
1351222,Male,No,47,Yes,Artist,9,Low,2,Cat_6,B
1349651,Male,No,47,Yes,Artist,1,Low,2,Cat_6,B
1350947,Male,No,47,Yes,Artist,1,Low,1,Cat_6,C
1354747,Male,No,47,Yes,Artist,0,Low,1,Cat_6,A
1351288,Male,No,47,Yes,Artist,0,Low,1,Cat_6,B
1350524,Male,No,46,Yes,Artist,3,Low,1,Cat_6,C
1353346,Male,No,46,Yes,Artist,1,Low,2,Cat_6,B
1348180,Male,No,46,Yes,Artist,1,Low,2,Cat_6,C
1348897,Male,No,46,Yes,Artist,0,Low,1,Cat_6,B
1353417,Male,No,45,Yes,Artist,9,Low,1,Cat_6,D
1349952,Male,No,45,Yes,Artist,1,Low,5,Cat_6,C
1352592,Male,No,45,Yes,Artist,1,Low,2,Cat_6,A
1354046,Male,No,45,Yes,Artist,1,Low,1,Cat_6,A
1350306,Male,No,45,Yes,Artist,0,Low,4,Cat_6,A
1350505,Male,No,45,Yes,Artist,0,Low,2,Cat_6,A
1350251,Male,No,45,Yes,Artist,0,Low,1,Cat_6,A
1355466,Male,No,45,No,Artist,2,Low,1,Cat_6,B
1356164,Male,No,43,Yes,Artist,12,Low,5,Cat_6,C
1353433,Male,No,43,Yes,Artist,7,Low,3,Cat_6,A
1354040,Male,No,43,Yes,Artist,1,Low,3,Cat_6,B
1353236,Male,No,43,Yes,Artist,1,Low,2,Cat_6,A
1355454,Male,No,43,Yes,Artist,1,Low,1,Cat_6,B
1354099,Male,No,43,No,Artist,6,Low,2,Cat_6,B
1354513,Male,No,42,Yes,Artist,11,Low,2,Cat_6,C
1348703,Male,No,42,Yes,Artist,9,Low,1,Cat_6,A
1353463,Male,No,42,Yes,Artist,8,Low,1,Cat_6,A
1354863,Male,No,42,Yes,Artist,8,Low,1,Cat_6,A
1348939,Male,No,42,Yes,Artist,7,Low,1,Cat_6,A
1354804,Male,No,42,Yes,Artist,3,Low,1,Cat_6,B
1352927,Male,No,42,Yes,Artist,1,Low,2,Cat_6,A
1349696,Male,No,42,Yes,Artist,1,Low,1,Cat_6,B
1350530,Male,No,41,Yes,Artist,9,Low,2,Cat_6,A
1348869,Male,No,41,Yes,Artist,7,Low,1,Cat_6,A
1349222,Male,No,41,Yes,Artist,4,Low,1,Cat_6,A
1356257,Male,No,41,Yes,Artist,2,Low,3,Cat_6,A
1353018,Male,No,41,Yes,Artist,1,Low,3,Cat_6,A
1352517,Male,No,41,Yes,Artist,1,Low,1,Cat_6,B
1354780,Male,No,40,Yes,Artist,9,Low,3,Cat_6,A
1353313,Male,No,40,Yes,Artist,8,Low,1,Cat_6,B
1353245,Male,No,40,Yes,Artist,7,Low,1,Cat_6,A
1348740,Male,No,40,Yes,Artist,7,Low,1,Cat_6,A
1354758,Male,No,40,Yes,Artist,5,Low,2,Cat_6,A
1353171,Male,No,40,Yes,Artist,5,Low,2,Cat_6,A
1348858,Male,No,40,Yes,Artist,1,Low,2,Cat_6,A
1356253,Male,No,40,Yes,Artist,1,Low,1,Cat_6,A
1350769,Male,No,40,Yes,Artist,1,Low,1,Cat_6,A
1350657,Male,No,40,Yes,Artist,0,Low,1,Cat_6,B
1356499,Male,No,39,Yes,Artist,9,Low,1,Cat_6,A
1354512,Male,No,39,Yes,Artist,8,Low,3,Cat_6,C
1352958,Male,No,39,Yes,Artist,5,Low,2,Cat_6,B
1356649,Male,No,39,Yes,Artist,1,Low,2,Cat_6,B
1350293,Male,No,39,Yes,Artist,1,Low,1,Cat_6,B
1352645,Male,No,39,Yes,Artist,0,Low,3,Cat_6,B
1354767,Male,No,39,Yes,Artist,0,Low,1,Cat_6,A
1350960,Male,No,39,Yes,Artist,0,Low,1,Cat_6,A
1352780,Male,No,38,Yes,Artist,9,Low,1,Cat_6,A
1351299,Male,No,38,Yes,Artist,8,Low,1,Cat_6,A
1355330,Male,No,38,Yes,Artist,1,Low,1,Cat_6,D
1348081,Male,No,38,Yes,Artist,1,Low,1,Cat_6,A
1355527,Male,No,38,Yes,Artist,1,Low,1,Cat_6,B
1351011,Male,No,38,Yes,Artist,0,Low,2,Cat_6,C
1355612,Male,No,38,Yes,Artist,0,Low,2,Cat_6,B
1352634,Male,No,38,Yes,Artist,0,Low,1,Cat_6,A
1356736,Male,No,37,Yes,Artist,12,Low,1,Cat_6,B
1354792,Male,No,37,Yes,Artist,9,Low,1,Cat_6,A
1354508,Male,No,37,Yes,Artist,8,Low,3,Cat_6,C
1348970,Male,No,37,Yes,Artist,8,Low,1,Cat_6,A
1356087,Male,No,37,Yes,Artist,7,Low,2,Cat_6,A
1348552,Male,No,37,Yes,Artist,2,Low,1,Cat_6,B
1350690,Male,No,37,Yes,Artist,1,Low,4,Cat_6,B
1349774,Male,No,37,Yes,Artist,0,Low,1,Cat_6,B
1354805,Male,No,36,Yes,Artist,13,Low,1,Cat_6,B
1350918,Male,No,36,Yes,Artist,11,Low,2,Cat_6,C
1349278,Male,No,36,Yes,Artist,9,Low,3,Cat_6,A
1356632,Male,No,36,Yes,Artist,9,Low,1,Cat_6,D
1351012,Male,No,36,Yes,Artist,8,Low,1,Cat_6,A
1354174,Male,No,36,Yes,Artist,8,Low,1,Cat_6,B
1353225,Male,No,36,Yes,Artist,5,Low,1,Cat_6,D
1348945,Male,No,36,Yes,Artist,2,Low,1,Cat_6,C
1352320,Male,No,36,Yes,Artist,0,Low,1,Cat_6,B
1352940,Male,No,36,Yes,Artist,0,Low,1,Cat_6,A
1356497,Male,No,36,No,Artist,2,Low,4,Cat_6,A
1349029,Male,No,35,Yes,Artist,13,Low,1,Cat_6,B
1349267,Male,No,35,Yes,Artist,9,Low,3,Cat_6,A
1354519,Male,No,35,Yes,Artist,9,Low,1,Cat_6,A
1352925,Male,No,35,Yes,Artist,9,Low,1,Cat_6,B
1354391,Male,No,35,Yes,Artist,8,Low,2,Cat_6,D
1356297,Male,No,35,Yes,Artist,8,Low,1,Cat_6,A
1354824,Male,No,35,Yes,Artist,6,Low,3,Cat_6,B
1354756,Male,No,35,Yes,Artist,6,Low,3,Cat_6,D
1348860,Male,No,35,Yes,Artist,5,Low,2,Cat_6,A
1355016,Male,No,35,Yes,Artist,4,Low,2,Cat_6,A
1356229,Male,No,35,Yes,Artist,3,Low,1,Cat_6,B
1354471,Male,No,35,Yes,Artist,2,Low,2,Cat_6,A
1353229,Male,No,35,Yes,Artist,2,Low,2,Cat_6,A
1351385,Male,No,35,Yes,Artist,1,Low,2,Cat_6,B
1354770,Male,No,35,Yes,Artist,0,Low,1,Cat_6,B
1348738,Male,No,35,Yes,Artist,0,Low,1,Cat_6,B
1348463,Male,No,35,Yes,Artist,0,Low,1,Cat_6,A
1348139,Male,No,35,Yes,Artist,0,Low,1,Cat_6,B
1351360,Male,No,35,Yes,Artist,0,Low,1,Cat_6,C
1350396,Male,No,33,Yes,Artist,8,Low,1,Cat_6,A
1354315,Male,No,33,Yes,Artist,7,Low,1,Cat_6,A
1351227,Male,No,33,Yes,Artist,3,Low,5,Cat_6,A
1350577,Male,No,33,Yes,Artist,1,Low,2,Cat_6,C
1349643,Male,No,33,Yes,Artist,0,Low,1,Cat_6,D
1349201,Male,No,32,Yes,Artist,13,Low,3,Cat_6,A
1351296,Male,No,32,Yes,Artist,1,Low,2,Cat_6,A
1353872,Male,No,32,Yes,Artist,1,Low,1,Cat_6,D
1352385,Male,No,32,Yes,Artist,0,Low,5,Cat_6,D
1352631,Male,No,32,No,Artist,0,Low,4,Cat_6,D
1354535,Male,No,31,Yes,Artist,9,Low,1,Cat_6,A
1353054,Male,No,31,Yes,Artist,5,Low,2,Cat_6,B
1350926,Male,No,31,Yes,Artist,4,Low,4,Cat_6,A
1351379,Male,No,31,Yes,Artist,1,Low,5,Cat_6,C
1354873,Male,No,31,Yes,Artist,1,Low,3,Cat_6,D
1351440,Male,No,31,Yes,Artist,1,Low,2,Cat_6,A
1350425,Male,No,31,Yes,Artist,0,Low,1,Cat_6,B
1350431,Male,No,31,No,Artist,3,Low,2,Cat_6,A
1353160,Male,No,30,Yes,Artist,9,Low,2,Cat_6,A
1352104,Male,No,30,Yes,Artist,8,Low,1,Cat_6,A
1351971,Male,No,30,Yes,Artist,7,Low,3,Cat_6,D
1350789,Male,No,30,Yes,Artist,5,Low,4,Cat_6,C
1351347,Male,No,30,Yes,Artist,2,Low,2,Cat_6,A
1351006,Male,No,30,Yes,Artist,1,Low,3,Cat_6,C
1351359,Male,No,30,Yes,Artist,1,Low,1,Cat_6,A
1350755,Male,No,30,Yes,Artist,0,Low,4,Cat_6,A
1349183,Male,No,29,Yes,Artist,9,Low,3,Cat_6,A
1351957,Male,No,29,Yes,Artist,7,Low,1,Cat_6,B
1353194,Male,No,29,Yes,Artist,3,Low,1,Cat_6,B
1348125,Male,No,29,Yes,Artist,1,Low,6,Cat_6,A
1353083,Male,No,29,Yes,Artist,0,Low,1,Cat_6,A
1349269,Male,No,28,Yes,Artist,13,Low,2,Cat_6,A
1356742,Male,No,28,Yes,Artist,9,Low,2,Cat_6,A
1349587,Male,No,28,Yes,Artist,9,Low,1,Cat_6,A
1355577,Male,No,28,Yes,Artist,8,Low,3,Cat_6,C
1354869,Male,No,28,No,Artist,0,Low,2,Cat_6,A
1349024,Male,No,27,Yes,Artist,10,Low,3,Cat_6,D
1352441,Male,No,27,Yes,Artist,9,Low,2,Cat_6,B
1354782,Male,No,27,Yes,Artist,8,Low,6,Cat_6,D
1356295,Male,No,27,Yes,Artist,7,Low,3,Cat_6,D
1350871,Male,No,27,Yes,Artist,1,Low,3,Cat_6,B
1349735,Male,No,27,Yes,Artist,1,Low,3,Cat_6,A
1355916,Male,No,27,Yes,Artist,0,Low,1,Cat_6,D
1349096,Male,No,27,No,Artist,9,Low,8,Cat_6,D
1353468,Male,No,27,No,Artist,8,Low,4,Cat_6,A
1353445,Male,No,27,No,Artist,8,Low,4,Cat_6,D
1351441,Male,No,27,No,Artist,1,Low,1,Cat_6,B
1349818,Male,No,26,Yes,Artist,10,Low,5,Cat_6,D
1355423,Male,No,26,Yes,Artist,8,Low,1,Cat_6,D
1355918,Male,No,26,Yes,Artist,1,Low,2,Cat_6,A
1349208,Male,No,26,No,Artist,11,Low,4,Cat_6,C
1353227,Male,No,26,No,Artist,0,Low,2,Cat_6,D
1356165,Male,No,25,Yes,Artist,13,Low,3,Cat_6,A
1353391,Male,No,25,Yes,Artist,9,Low,3,Cat_6,A
1353165,Male,No,25,Yes,Artist,2,Low,1,Cat_6,A
1355910,Male,No,25,Yes,Artist,1,Low,5,Cat_6,D
1353962,Male,No,25,Yes,Artist,1,Low,4,Cat_6,A
1351245,Male,No,25,Yes,Artist,1,Low,3,Cat_6,A
1350172,Male,No,23,No,Artist,1,Low,4,Cat_6,D
1356860,Male,No,22,No,Artist,1,Low,3,Cat_6,D
1348304,Male,No,19,No,Artist,10,Low,3,Cat_6,A
1348030,Female,Yes,89,Yes,Artist,0,High,3,Cat_6,C
1356520,Female,Yes,88,Yes,Artist,1,High,2,Cat_6,C
1350673,Female,Yes,87,Yes,Artist,1,Average,2,Cat_6,C
1350833,Female,Yes,87,Yes,Artist,0,Low,1,Cat_6,C
1350580,Female,Yes,87,No,Artist,0,Low,1,Cat_6,A
1354346,Female,Yes,84,Yes,Artist,1,High,2,Cat_6,A
1356166,Female,Yes,84,Yes,Artist,0,High,2,Cat_6,B
1355484,Female,Yes,83,Yes,Artist,0,High,2,Cat_6,C
1350281,Female,Yes,80,Yes,Artist,6,Average,2,Cat_6,C
1353179,Female,Yes,79,Yes,Artist,0,High,1,Cat_6,C
1350186,Female,Yes,78,Yes,Artist,1,High,2,Cat_6,C
1350575,Female,Yes,77,Yes,Artist,0,High,2,Cat_6,B
1353030,Female,Yes,76,Yes,Artist,1,High,2,Cat_6,C
1348232,Female,Yes,76,Yes,Artist,1,High,2,Cat_6,C
1348012,Female,Yes,75,Yes,Artist,1,High,3,Cat_6,B
1355970,Female,Yes,75,Yes,Artist,1,High,2,Cat_6,C
1353339,Female,Yes,74,Yes,Artist,0,Average,2,Cat_6,B
1350378,Female,Yes,73,Yes,Artist,2,High,2,Cat_6,C
1354005,Female,Yes,73,Yes,Artist,1,High,2,Cat_6,C
1350359,Female,Yes,73,Yes,Artist,1,Average,2,Cat_6,C
1355598,Female,Yes,73,No,Artist,1,High,2,Cat_6,C
1353148,Female,Yes,72,Yes,Artist,3,Average,3,Cat_6,C
1352820,Female,Yes,72,Yes,Artist,1,Average,3,Cat_6,B
1350829,Female,Yes,72,Yes,Artist,0,Low,1,Cat_6,C
1348485,Female,Yes,71,Yes,Artist,1,High,2,Cat_6,C
1348814,Female,Yes,71,Yes,Artist,1,Average,2,Cat_6,C
1350379,Female,Yes,70,Yes,Artist,8,Average,2,Cat_6,C
1353350,Female,Yes,70,Yes,Artist,5,High,2,Cat_6,C
1352605,Female,Yes,70,Yes,Artist,1,Average,4,Cat_6,C
1348063,Female,Yes,70,Yes,Artist,1,Average,2,Cat_6,C
1350331,Female,Yes,70,Yes,Artist,1,Average,2,Cat_6,C
1350278,Female,Yes,70,Yes,Artist,0,High,2,Cat_6,C
1353896,Female,Yes,70,Yes,Artist,0,High,2,Cat_6,C
1356548,Female,Yes,69,Yes,Artist,9,High,2,Cat_6,C
1354603,Female,Yes,69,Yes,Artist,7,Low,1,Cat_6,A
1355601,Female,Yes,69,Yes,Artist,1,High,4,Cat_6,C
1351872,Female,Yes,69,Yes,Artist,1,High,2,Cat_6,B
1356703,Female,Yes,69,Yes,Artist,0,Low,2,Cat_6,C
1350920,Female,Yes,69,Yes,Artist,0,Low,2,Cat_6,C
1348326,Female,Yes,69,Yes,Artist,0,High,2,Cat_6,C
1356641,Female,Yes,69,No,Artist,0,High,2,Cat_6,C
1355331,Female,Yes,68,Yes,Artist,4,Low,2,Cat_6,B
1354405,Female,Yes,68,Yes,Artist,1,Low,2,Cat_6,A
1348098,Female,Yes,68,Yes,Artist,1,High,2,Cat_6,C
1350332,Female,Yes,68,Yes,Artist,1,High,2,Cat_6,C
1348110,Female,Yes,68,Yes,Artist,1,Average,3,Cat_6,C
1348100,Female,Yes,68,Yes,Artist,1,Average,2,Cat_6,C
1351941,Female,Yes,68,Yes,Artist,1,Average,2,Cat_6,C
1356786,Female,Yes,68,Yes,Artist,0,Low,1,Cat_6,C
1351804,Female,Yes,68,No,Artist,6,Average,3,Cat_6,C
1352420,Female,Yes,67,Yes,Artist,9,Low,3,Cat_6,B
1348764,Female,Yes,67,Yes,Artist,1,Average,2,Cat_6,B
1350586,Female,Yes,67,Yes,Artist,0,High,2,Cat_6,C
1350183,Female,Yes,66,Yes,Artist,1,Average,3,Cat_6,C
1354004,Female,Yes,66,Yes,Artist,0,Low,2,Cat_6,C
1351769,Female,Yes,66,Yes,Artist,0,High,3,Cat_6,B
1348086,Female,Yes,66,Yes,Artist,0,Average,3,Cat_6,C
1356363,Female,Yes,66,Yes,Artist,0,Average,3,Cat_6,C
1348089,Female,Yes,66,Yes,Artist,0,Average,2,Cat_6,C
1350782,Female,Yes,66,Yes,Artist,0,Average,2,Cat_6,C
1348977,Female,Yes,65,Yes,Artist,13,Low,1,Cat_6,B
1352014,Female,Yes,65,Yes,Artist,3,Average,2,Cat_6,C
1355736,Female,Yes,65,Yes,Artist,1,Low,2,Cat_6,B
1354993,Female,Yes,65,Yes,Artist,1,Average,4,Cat_6,C
1355013,Female,Yes,65,Yes,Artist,0,Low,2,Cat_6,B
1352944,Female,Yes,65,Yes,Artist,0,Average,2,Cat_6,C
1348812,Female,Yes,65,Yes,Artist,0,Average,2,Cat_6,C
1356209,Female,Yes,63,Yes,Artist,9,Low,2,Cat_6,C
1352990,Female,Yes,63,Yes,Artist,7,Average,3,Cat_6,C
1350814,Female,Yes,63,Yes,Artist,4,Average,4,Cat_6,C
1353263,Female,Yes,63,Yes,Artist,1,Low,2,Cat_6,B
1349741,Female,Yes,63,Yes,Artist,1,High,3,Cat_6,C
1350368,Female,Yes,63,Yes,Artist,1,High,3,Cat_6,C
1355622,Female,Yes,63,Yes,Artist,1,Average,4,Cat_6,B
1350539,Female,Yes,63,Yes,Artist,1,Average,3,Cat_6,C
1350639,Female,Yes,63,Yes,Artist,1,Average,3,Cat_6,C
1351232,Female,Yes,63,Yes,Artist,0,High,4,Cat_6,C
1350650,Female,Yes,63,Yes,Artist,0,High,2,Cat_6,C
1356224,Female,Yes,63,Yes,Artist,0,Average,4,Cat_6,C
1353067,Female,Yes,63,Yes,Artist,0,Average,3,Cat_6,C
1356696,Female,Yes,63,Yes,Artist,0,Average,2,Cat_6,C
1356627,Female,Yes,63,No,Artist,1,Average,4,Cat_6,C
1352643,Female,Yes,63,No,Artist,0,High,2,Cat_6,B
1354994,Female,Yes,63,No,Artist,0,Average,5,Cat_6,C
1351052,Female,Yes,62,Yes,Artist,9,Low,1,Cat_6,B
1352312,Female,Yes,62,Yes,Artist,5,Average,5,Cat_6,C
1351248,Female,Yes,62,Yes,Artist,3,Low,2,Cat_6,C
1351549,Female,Yes,62,Yes,Artist,2,High,3,Cat_6,C
1353114,Female,Yes,62,Yes,Artist,2,Average,3,Cat_6,C
1356200,Female,Yes,62,Yes,Artist,1,Low,2,Cat_6,C
1351860,Female,Yes,62,Yes,Artist,1,Low,1,Cat_6,B
1353124,Female,Yes,62,Yes,Artist,1,High,2,Cat_6,B
1350847,Female,Yes,62,Yes,Artist,0,Low,2,Cat_6,C
1355171,Female,Yes,62,Yes,Artist,0,High,2,Cat_6,B
1349059,Female,Yes,62,Yes,Artist,0,High,2,Cat_6,C
1354016,Female,Yes,62,No,Artist,1,Average,3,Cat_6,B
1351825,Female,Yes,61,Yes,Artist,1,Low,2,Cat_6,C
1354067,Female,Yes,61,Yes,Artist,1,High,2,Cat_6,C
1354958,Female,Yes,61,Yes,Artist,1,Average,5,Cat_6,C
1353059,Female,Yes,61,Yes,Artist,0,Low,1,Cat_6,C
